Route Distance (km),Route Duration (min),Transportation Mode,Make,Model,Fuel Type,Engine Specs,Fuel Efficiency (km/L),Vehicle CO2 Emissions (g/km),Traffic Information,Elevation Data (m),Road Types,Estimated CO2 Emissions (g/km) for trip
40,55,Car,Tata,Tigor,Petrol,1.2,20,120,Normal traffic,0,Highway,72
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,10,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
20,30,Car,Tata,Nano,Petrol,0.6,33.3,200,Light traffic,20,Hill road,198
40,55,Car,Tata,Nano,Petrol,0.6,33.3,200,Normal traffic,0,Highway,198
50,60,Car,Tata,Nano,Petrol,0.6,33.3,200,Heavy traffic,100,Hill road,198
30,45,Car,Tata,Nano,Petrol,0.6,33.3,200,Moderate traffic,50,Local road,198
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Petrol,1.2,20,150,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Petrol,1.2,20,150,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Petrol,1.2,20,150,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Petrol,1.2,20,150,Normal traffic,0,Highway,
50,60,Car,Tata,Zest,Diesel,1.3,23,130,Heavy traffic,100,Hill road,
30,45,Car,Tata,Zest,Diesel,1.3,23,130,Moderate traffic,50,Local road,
20,30,Car,Tata,Zest,Diesel,1.3,23,130,Light traffic,20,Hill road,
40,55,Car,Tata,Zest,Diesel,1.3,23,130,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Petrol,2,12,200,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Petrol,2,12,200,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Petrol,2,12,200,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Petrol,2,12,200,Normal traffic,0,Highway,
50,60,Car,Tata,Safari,Diesel,2.2,15,180,Heavy traffic,100,Hill road,
30,45,Car,Tata,Safari,Diesel,2.2,15,180,Moderate traffic,50,Local road,
20,30,Car,Tata,Safari,Diesel,2.2,15,180,Light traffic,20,Hill road,
40,55,Car,Tata,Safari,Diesel,2.2,15,180,Normal traffic,0,Highway,
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,70
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.49
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,58
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,70
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.49
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,58
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
35,50,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,50,Hill road,68.57
45,55,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,75,Local road,77.78
25,35,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,30,Hill road,60
55,70,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,120,Highway,107.14
40,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,40,Hill road,96
60,75,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,150,Highway,87.24
15,25,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,10,Local road,24
70,80,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,80,Hill road,100
25,40,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,30,Local road,57.14
50,65,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,81.25
60,75,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,150,Highway,87.24
15,25,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,10,Local road,24
70,80,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,80,Hill road,100
25,40,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,30,Local road,57.14
50,65,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,81.25
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,96.55
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.57
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,48.57
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,96.55
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.57
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,48.57
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,96.55
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.57
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,48.57
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Harrier,Diesel,2,14.5,140,Heavy traffic,100,Hill road,96.55
30,45,Car,Tata,Harrier,Diesel,2,14.5,140,Moderate traffic,50,Local road,68.57
20,30,Car,Tata,Harrier,Diesel,2,14.5,140,Light traffic,20,Hill road,48.57
40,55,Car,Tata,Harrier,Diesel,2,14.5,140,Normal traffic,0,Highway,93.33
50,60,Car,Tata,Harrier,Petrol,1.5,16.5,120,Heavy traffic,100,Hill road,80
30,45,Car,Tata,Harrier,Petrol,1.5,16.5,120,Moderate traffic,50,Local road,72.73
20,30,Car,Tata,Harrier,Petrol,1.5,16.5,120,Light traffic,20,Hill road,48.49
40,55,Car,Tata,Harrier,Petrol,1.5,16.5,120,Normal traffic,0,Highway,96.99
50,60,Car,Tata,Indigo,Diesel,1.4,18.5,120,Heavy traffic,100,Hill road,77.14
30,45,Car,Tata,Indigo,Diesel,1.4,18.5,120,Moderate traffic,50,Local road,53.33
20,30,Car,Tata,Indigo,Diesel,1.4,18.5,120,Light traffic,20,Hill road,37.33
40,55,Car,Tata,Indigo,Diesel,1.4,18.5,120,Normal traffic,0,Highway,66.67
50,60,Car,Tata,Indigo,Petrol,1.2,15.5,130,Heavy traffic,100,Hill road,60
30,45,Car,Tata,Indigo,Petrol,1.2,15.5,130,Moderate traffic,50,Local road,43.33
20,30,Car,Tata,Indigo,Petrol,1.2,15.5,130,Light traffic,20,Hill road,30.67
40,55,Car,Tata,Indigo,Petrol,1.2,15.5,130,Normal traffic,0,Highway,55
50,60,Car,Tata,Indigo,Diesel,1.4,18.5,120,Heavy traffic,100,Hill road,77.14
30,45,Car,Tata,Indigo,Diesel,1.4,18.5,120,Moderate traffic,50,Local road,53.33
20,30,Car,Tata,Indigo,Diesel,1.4,18.5,120,Light traffic,20,Hill road,37.33
40,55,Car,Tata,Indigo,Diesel,1.4,18.5,120,Normal traffic,0,Highway,66.67
50,60,Car,Tata,Indigo,Petrol,1.2,15.5,130,Heavy traffic,100,Hill road,60
30,45,Car,Tata,Indigo,Petrol,1.2,15.5,130,Moderate traffic,50,Local road,43.33
20,30,Car,Tata,Indigo,Petrol,1.2,15.5,130,Light traffic,20,Hill road,30.67
40,55,Car,Tata,Indigo,Petrol,1.2,15.5,130,Normal traffic,0,Highway,55
50,60,Car,Tata,Indigo,Diesel,1.4,18.5,120,Heavy traffic,100,Hill road,77.14
30,45,Car,Tata,Indigo,Diesel,1.4,18.5,120,Moderate traffic,50,Local road,53.33
20,30,Car,Tata,Indigo,Diesel,1.4,18.5,120,Light traffic,20,Hill road,37.33
40,55,Car,Tata,Indigo,Diesel,1.4,18.5,120,Normal traffic,0,Highway,66.67
50,60,Car,Tata,Indica,Petrol,1.2,15,120,Heavy traffic,100,Hill road,72
30,45,Car,Tata,Indica,Petrol,1.2,15,120,Moderate traffic,50,Local road,54
20,30,Car,Tata,Indica,Petrol,1.2,15,120,Light traffic,20,Hill road,36
40,55,Car,Tata,Indica,Petrol,1.2,15,120,Normal traffic,0,Highway,60
50,60,Car,Tata,Indica,Diesel,1.4,18,100,Heavy traffic,100,Hill road,56
30,45,Car,Tata,Indica,Diesel,1.4,18,100,Moderate traffic,50,Local road,42
20,30,Car,Tata,Indica,Diesel,1.4,18,100,Light traffic,20,Hill road,28
40,55,Car,Tata,Indica,Diesel,1.4,18,100,Normal traffic,0,Highway,48
50,60,Car,Tata,Indica,Petrol,1.2,15,120,Heavy traffic,100,Hill road,72
30,45,Car,Tata,Indica,Petrol,1.2,15,120,Moderate traffic,50,Local road,54
20,30,Car,Tata,Indica,Petrol,1.2,15,120,Light traffic,20,Hill road,36
40,55,Car,Tata,Indica,Petrol,1.2,15,120,Normal traffic,0,Highway,60
50,60,Car,Tata,Indica,Diesel,1.4,18,100,Heavy traffic,100,Hill road,56
30,45,Car,Tata,Indica,Diesel,1.4,18,100,Moderate traffic,50,Local road,42
20,30,Car,Tata,Indica,Diesel,1.4,18,100,Light traffic,20,Hill road,28
40,55,Car,Tata,Indica,Diesel,1.4,18,100,Normal traffic,0,Highway,48
50,60,Car,Tata,Bolt,Petrol,1.2,18,100,Heavy traffic,100,Hill road,54
30,45,Car,Tata,Bolt,Petrol,1.2,18,100,Moderate traffic,50,Local road,40
20,30,Car,Tata,Bolt,Petrol,1.2,18,100,Light traffic,20,Hill road,27
40,55,Car,Tata,Bolt,Petrol,1.2,18,100,Normal traffic,0,Highway,45
50,60,Car,Tata,Bolt,Diesel,1.4,22,90,Heavy traffic,100,Hill road,49
30,45,Car,Tata,Bolt,Diesel,1.4,22,90,Moderate traffic,50,Local road,33
20,30,Car,Tata,Bolt,Diesel,1.4,22,90,Light traffic,20,Hill road,22
40,55,Car,Tata,Bolt,Diesel,1.4,22,90,Normal traffic,0,Highway,40
50,60,Car,Tata,Bolt,Petrol,1.2,18,100,Heavy traffic,100,Hill road,54
30,45,Car,Tata,Bolt,Petrol,1.2,18,100,Moderate traffic,50,Local road,40
20,30,Car,Tata,Bolt,Petrol,1.2,18,100,Light traffic,20,Hill road,27
40,55,Car,Tata,Bolt,Petrol,1.2,18,100,Normal traffic,0,Highway,45
50,60,Car,Tata,Bolt,Diesel,1.4,22,90,Heavy traffic,100,Hill road,49
30,45,Car,Tata,Bolt,Diesel,1.4,22,90,Moderate traffic,50,Local road,33
20,30,Car,Tata,Bolt,Diesel,1.4,22,90,Light traffic,20,Hill road,22
40,55,Car,Tata,Bolt,Diesel,1.4,22,90,Normal traffic,0,Highway,40
50,60,Car,Tata,Vista,Petrol,1.2,16,115,Heavy traffic,100,Hill road,68.7
30,45,Car,Tata,Vista,Petrol,1.2,16,115,Moderate traffic,50,Local road,51.4
20,30,Car,Tata,Vista,Petrol,1.2,16,115,Light traffic,20,Hill road,34.3
40,55,Car,Tata,Vista,Petrol,1.2,16,115,Normal traffic,0,Highway,57.7
50,60,Car,Tata,Vista,Diesel,1.4,20,100,Heavy traffic,100,Hill road,60
30,45,Car,Tata,Vista,Diesel,1.4,20,100,Moderate traffic,50,Local road,42.9
20,30,Car,Tata,Vista,Diesel,1.4,20,100,Light traffic,20,Hill road,28.6
40,55,Car,Tata,Vista,Diesel,1.4,20,100,Normal traffic,0,Highway,51.4
50,60,Car,Tata,Vista,Petrol,1.2,16,115,Heavy traffic,100,Hill road,68.7
30,45,Car,Tata,Vista,Petrol,1.2,16,115,Moderate traffic,50,Local road,51.4
20,30,Car,Tata,Vista,Petrol,1.2,16,115,Light traffic,20,Hill road,34.3
40,55,Car,Tata,Vista,Petrol,1.2,16,115,Normal traffic,0,Highway,57.7
50,60,Car,Tata,Vista,Diesel,1.4,20,100,Heavy traffic,100,Hill road,60
30,45,Car,Tata,Vista,Diesel,1.4,20,100,Moderate traffic,50,Local road,42.9
20,30,Car,Tata,Vista,Diesel,1.4,20,100,Light traffic,20,Hill road,28.6
40,55,Car,Tata,Vista,Diesel,1.4,20,100,Normal traffic,0,Highway,51.4
50,60,Car,Mahindra,Thar,Petrol,2,10,225,Heavy traffic,100,Highway,225
30,45,Car,Mahindra,Thar,Diesel,2.2,15,150,Moderate traffic,50,Local road,150
20,30,Car,Mahindra,Thar,Petrol,2,10,225,Light traffic,20,Hill road,225
40,55,Car,Mahindra,Thar,Diesel,2.2,15,150,Normal traffic,0,Highway,150
50,60,Car,Mahindra,Thar,Petrol,2,10,225,Heavy traffic,100,Hill road,225
30,45,Car,Mahindra,Thar,Diesel,2.2,15,150,Moderate traffic,50,Highway,150
20,30,Car,Mahindra,Thar,Petrol,2,10,225,Light traffic,20,Local road,225
40,55,Car,Mahindra,Thar,Diesel,2.2,15,150,Normal traffic,0,Hill road,150
50,60,Car,Mahindra,Thar,Petrol,2,10,225,Heavy traffic,100,Highway,225
30,45,Car,Mahindra,Thar,Diesel,2.2,15,150,Moderate traffic,50,Local road,150
20,30,Car,Mahindra,Thar,Petrol,2,10,225,Light traffic,20,Hill road,225
40,55,Car,Mahindra,Thar,Diesel,2.2,15,150,Normal traffic,0,Highway,150
50,60,Car,Mahindra,Thar,Petrol,2,10,225,Heavy traffic,100,Hill road,225
